اسم منتج المنافس,صورة المنافس,سعر المنافس,مصدر الملف,أقرب منتج لدينا,نسبة التطابق %,الطبقة المستخدمة,الماركة,القرار,وصف المنتج (LLM),وصف الماركة (LLM)
عطر هوس مابيلو رجالي 100مل ((بديل جانبول )),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c42d43a9-b669-488a-85eb-6ac12b2159da-500x500-L0hPJsKfRomOqqRvI0G7HhJoCZUgJhyREqMkY6Lm.webp",184,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر انطونيو بانديراس كينج اوف سيدكشن أو دو تواليت 100مل للرجال,50.8,GOLDEN-LOW-VERIFIED,,new,,
Jasmin des Anges 40 ml للشعر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/bc57627c-7c2d-49dd-924e-fa9be3b83e3b-500x333.33333333333-TxVfVsKuJ5o3CD31MD0heDGhkT1vSnfZK9QC56zs.webp",368,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ديور جريس ديور للشعر 40 مل,43.5,GOLDEN-LOW-VERIFIED,مايتر بارفومير إيه غونتييه,new,,
La Colle Noire Leite Hidratante مرطب اليدين والجسم 350ml,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/5120ca52-a703-4644-a0fe-66e4d8742499-500x333.33333333333-EEr60SgTY5e4dAkJ004LFe127lCtKwYygyUr4VsK.webp",287,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,كريم الجسم شانيل ان فايف 150جم,21.1,GOLDEN-LOW-VERIFIED,مايتر بارفومير إيه غونتييه,new,,
Eden-Roc Leite Hidratante مرطب اليدين والجسم 350ml,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a02a1b78-a11c-47fa-ba51-1affabab8731-500x333.33333333333-dYjjoT8ejc94jZ3m5dJzyZwKBVgH28l6ZFEgbeqM.webp",287,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,جل حواجب نكس ذا براو جلو - شفاف 5 جرام,21.6,GOLDEN-LOW-VERIFIED,مايتر بارفومير إيه غونتييه,new,,
شمعة كريستيان ديور إيدن روك 250 جرام,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/24c62bdf-cbd3-4c38-9f86-0d7f1df0d853-500x500-jIdeBWlndQgjf5voMRDoJ6qy09KwQiYRUsMUF0ih.webp",287,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,أوفرا مجموعة إضاءة فيلين مايسيلف,31.6,GOLDEN-LOW-VERIFIED,ديور,new,,
شمعة كريستيان ديور فيج ميديتيراني 250 جرام,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ae66837f-53b8-4450-a684-a6c39325cfc5-500x500-PP4UXkYRQrYIcchYcEDZjafpXavoiobreElvDumW.webp",287,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كلايف كريستيان اوريجنال كوليكشن x للرجال 100 مل,29.8,GOLDEN-LOW-VERIFIED,ديور,new,,
Sakura Leite Hidratante مرطب اليدين والجسم 350ml,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/710c6bd8-302d-4d46-ad92-c3835cb1f9e3-500x333.33333333333-qDQJhxgVnNJ4XE9zW7ccXxysE5JL6WZJCdWoco6g.webp",287,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,بودرة الجسم من صمام هيدي 130 جرام,21.7,GOLDEN-LOW-VERIFIED,مايتر بارفومير إيه غونتييه,new,,
شمعة كريستيان ديور بوا دارجنت 250 جرام,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/51bcc28f-0a9a-4e2c-b9ce-1dbe267de4aa-500x500-vSmu8dUp388V310BTNpfZQ4lRidlhWrk9qtWDat7.webp",287,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,دخون الرصاصي سمو معالي رصاصي 100 جرام,39.3,GOLDEN-LOW-VERIFIED,ديور,new,,
شمعة كريستيان ديور أمبر نوي 250 جرام,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/2fc223c1-9552-433e-8d54-bd2a0b6b152b-500x500-Q3seuGD7UL4rKrAFwcQIhRakRM5qkYsMrzaJsULA.webp",287,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,معمول النفيس بخور بانافع للعود 250جرام,42.1,GOLDEN-LOW-VERIFIED,ديور,new,,
لانكوم مجموعة عطور ميني بريمير كوليكشن - 6 قطع,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/52e1919c-969f-4b21-83f0-63dcb3618213-500x500-89UplSSY5OytHqdRQoZnXNWQfSLzJkNsTMbuEHod.jpg",253,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,مجموعة عطور نايت تايم للعرايس,42.5,GOLDEN-LOW-VERIFIED,لانكوم,new,,
عطر بيري اليس 360 النسائي الابيض تواليت 150مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/fdf090e2-8cbb-486c-93ce-deaa79587492-500x500-OBR6SJ6ON8rCi93ksnqGJQb7XHgHS5BzBQ8oenIp.jpg",276,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر لاليك الأبيض النسائي أو دو تواليت 100مل,19.2,GOLDEN-LOW-VERIFIED,بيري إليس,new,,
ميلانو ستاردست روج أو دو بارفيوم للجنسين - 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e0a5bcfb-38e4-41e5-80cc-a7745bf513f4-500x500-ixjKtNSWZgx8EiPdcCKNYq3djdZVqjDxSuXwxZYa.png",149,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,اتيليه فلو ليفا او دو بارفيوم 100 مل,48.5,GOLDEN-LOW-VERIFIED,,new,,
ثمين مجموعة هدايا عطر بيريجرينا او دو برفيوم (50 + 100) مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/17980045-f57c-4e48-bfa9-54dd7800243c-500x500-LFS93O9eSd1UBCUxlpdebWWOb0px6F6kSVDnGR7v.jpg",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر لطافة مجموعة هدايا وشوشة (أو دو برفيوم 100 مل + مزيل عرق 200 مل),34.8,GOLDEN-LOW-VERIFIED,ثامين,new,,
طقم هدية ثمين ريفيير إكسترايت دي برفيوم (50 + 100) مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/cc03ea46-b790-4087-900b-598db1e212c3-500x500-u1ZJykQXCsmiKtvOA0MRrFd9U0YVcM4sRfoy1Bd3.jpg",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,طقم ارماني اس اي اودي بارفيوم نسائي 100 مل + عطر بخ 10 مل + بودي لوشن 50 مل,31.6,GOLDEN-LOW-VERIFIED,ريف,new,,
عطر بلو هارت أو دو برفان 50 مل عطور نسائية,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f2d15bd6-ef37-4c25-acaa-36fdfac1fb8c-500x500-qRekxcaRG30Og5gqG4c3pcwZgLBt6H397aduHfrO.jpg",506,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بلو دي شانيل أو دو برفيوم 50 مل,47.3,GOLDEN-LOW-VERIFIED,,new,,
عطور كوم دي جارسون 2 او دو بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/5ab3d56c-52e0-460f-a771-1d4d990bd084-500x500-5CB5io2ZSDAo7SffJVu11zIWSozcgDsGRytWsEAK.jpg",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر بوهوبوكو وايلد كاروت عود أو دو بارفيوم 50 مل,46.6,GOLDEN-LOW-VERIFIED,كوم دي جارسون,new,,
تستر غوتشي غيلتي ابسولو دي بارفيوم نسائي 60مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/8f23151a-d969-4d0c-92e6-863e8fbf9e8b-500x500-PXU1WZFoooCAp6Ab0dmlUNJg8wNaYaX4RJiW6j4h.png",402,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر كنزو جنغل لافانت أو دو بارفيوم 100مل (نسائي),25.0,GOLDEN-LOW-VERIFIED,,new,,
عطر إكس نيهيلو عنبر سكاي 100 مل Amber Sky Ex Nihilo,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/9456bae0-4496-4f38-9776-a1531ae3dc99-500x476-z7kaJsTvgMDr9xKRGKmX7iViglnAppZw4TDXcYE6.jpg",1437,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أمواج جايدانس 46 إكستريت دو برفيوم 100 مل,32.0,GOLDEN-LOW-VERIFIED,مايتر بارفومير إيه غونتييه,new,,
عطر آيلاند لش أو دو بارفيوم من جولدفيلد آند بانكس 100 مل | Island Lush Eau de Parfum by Goldfield & Banks 100ml,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/08c33305-8852-4c73-8645-df6124209ebc-500x500-UeOLFVp7D9ioatKw6Z0Xz4slU8PY5n9eZWyEVn8U.jpg",1092,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ذا وودز كوليكشن باي ناتشورال نورث ستار أو دو بارفيوم 100 مل,39.4,GOLDEN-LOW-VERIFIED,مايتر بارفومير إيه غونتييه,new,,
عطر Jasmin Satin 50ml EDP,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/1f85d677-8614-46e5-b06a-47250295638d-500x500-t3qNpV9viW969JY0R9Shagj8v5UtNkDtDDO9Bvy4.jpg",517,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دي غابور جندرز إكستريت دو بارفيوم 50 مل,32.6,GOLDEN-LOW-VERIFIED,مايتر بارفومير إيه غونتييه,new,,
طقم هدايا عطر ثمين ذا كورا، 2 × 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a681aee6-d15c-44a1-8392-997c30033e7a-500x500-slJHWzWKJLIWKnuP4mAoBQWxCOj5D4gZvdtAMy8B.jpg",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر وول & مسك كولكشن من هيوجو بوس او دو تواليت 50مل,45.9,GOLDEN-LOW-VERIFIED,,new,,
عطر ثمين امبر روم اكسترايت برفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e82ca995-ea2a-4aa0-94cd-fb3579370624-500x500-zLHW1KWcVKAbzgFTGyfMDu02DC7Anmf6CwffUpS4.jpg",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أمبر روبيس هوبيجان إكستريم أو دو برفيوم 100مل,49.7,GOLDEN-LOW-VERIFIED,,new,,
عطر جيفنشي جنتلمن أونلي إنتنس للرجال، ماء تواليت 150 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/d3596206-4acb-4316-b8a0-a2c0922b15b8-500x500-48XB9mVgmsKVTyuuIdIExhQg991dS7NIPn9cpbnS.jpg",747,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر جيفنشي جنتلمان بوازية أو دو بارفيوم 200 مل للرجال,33.5,GOLDEN-LOW-VERIFIED,جيفنشي,new,,
عطر أو دو تواليت بخاخ 50 مل عطر أو دو تواليت بخاخ للحقيبة 10 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/96cc6e4f-27da-460b-88bb-af89b914a129-500x500-rxAzNJ470XtwebHQo1lr72NkUAf8Bp742jcWmTRL.jpg",460,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر تريش ماكيفوي 9 بلاك بيري آند فانيلا مسك أو دو كولون 50 مل,34.4,GOLDEN-LOW-VERIFIED,,new,,
ايزنبرج اي سيكرت باليساندر نوار ليس اورينتوكس لاتينس هوم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/027bb741-0277-4f2e-bfce-df269137f514-477x500-6ptXFxthLkXlqqQV0VteYk38zcbgcH2RcvWV6jnX.jpg",425,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,مجموعة كيليان باريس جود جيرل جون باد,38.2,GOLDEN-LOW-VERIFIED,,new,,
مجموعة ذا نيفر اناف بي كيليان Good Girl Gone Bad by Kilian Full Range Set,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/4c554409-024b-4280-95f8-fa7274895a6f-500x500-MPJ91nhTusJrHl917rVTRebApIvRxA421y75Tb1w.jpg",1667,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كيليان عنبر عود أو دو برفيوم50 مل للجنسين,52.9,GOLDEN-LOW-VERIFIED,كيليان,new,,
عطر شعر الوعد من فريدريك مال 50مل | Promise Hair Mist by Frédéric Malle 50ml,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b9839992-5583-488e-b8f2-2e45fc60e6a9-500x482.5-oQ58NGKnSSiwt4PUnb9Tt7HOczWZzcmDLNc2PinB.jpg",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,معطر شعر بوشرون كواتر أبسولو دو نويت 50مل,36.9,GOLDEN-LOW-VERIFIED,فريدريك مال,new,,
مجموعة كيليان ذا وودي سيلارز ديسكفري ميني سيت أو دو بارفان بخاخ,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b7bfac33-86c8-4bec-8569-4c0270c3158b-500x500-gBaS3SeZW0ihUxAZF7wxqjXThouOlLpRZI3eonms.jpg",517,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,مجموعة عطور رد نايت للعرايس,39.3,GOLDEN-LOW-VERIFIED,كيليان,new,,
فرانك أوليفر بودرة الجسم الفاخرة برائحه المسك (200 جم),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/8ad8b62d-bfb8-4dea-a2f0-97d1ba8bfe82-500x500-I0qOmQ1PBZYwDPjwJwAwCyFd51eOB6Kd99wtmrdL.jpg",166,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر شعر فرانك أوليفر وان كيس 50 مل,51.2,GOLDEN-LOW-VERIFIED,فرانك أوليفر,new,,
مجموعة أكوا دي بارما بلو ميديتيرانيو أرانسيا دي كابري 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/300133ba-dbd1-4804-893a-94e6897a3543-500x500-FzetwsxAVOpYrVLndSlbRHDhysGkMrhMgFpzTBvF.jpg",450,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر أكوا دي بارمبوجناتوا بيرجاموتو دي كالابريا لا سرا 100 مل,31.5,GOLDEN-LOW-VERIFIED,أكوا دي بارما,new,,
"عطر ايليت مودال اتيتيود من بيرفيومز ايليت للنساء - او دى تواليت, 20مل - Parfums Elite","https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/65cf9582-e394-4d6e-8a51-11c891f11d83-500x385-4aeLLkZC0SLfERCynb1kWByhOxyUsCsgXSJiQyin.jpg",138,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بنهاليغونز انثولوجي ايو سانس باريل او دو تواليت 100مل للنساء,17.4,GOLDEN-LOW-VERIFIED,ايليت,new,,
مزيل عرق ديور هوم / كريستيان ديور ستيك الكحول...,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/8bd49d0a-caa4-4baf-b86e-add06be49e54-437.5x500-vsrKbji80Axo24XfRrzRyjqMcwqqt7z9CKMjM0sF.jpg",172,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر فرانك اوليفر بيبي بوي خالي من الكحول 30مل,35.9,GOLDEN-LOW-VERIFIED,ديور,new,,
بخاخ مزيل العرق سوفاج 150 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ce411f93-a971-4fb2-b692-50419c2a7c4d-500x500-MgL7hUkboT0WsND48ae9vDfOBXALORRXPu3sCYHI.jpg",172,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,مزيل مانع للتعرق الترا ماكس من أرم آند هامر 28 جرام,26.3,GOLDEN-LOW-VERIFIED,,new,,
مجموعة ديور ميني مس ديور 4 قطع,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/19ad0df0-5a00-42e5-be36-aa0b1b8bb5fb-500x500-zaxTXvQCwd5PxYuRWSbVRmLpWxyxryLl518Zdirc.jpg",39,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,مجموعة قصة سند 4 قطع,51.7,GOLDEN-LOW-VERIFIED,ديور,new,,
مجموعة هدايا Maison Margiela Jazz Club للرجال,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f521f8a0-df14-449d-9f6a-03dd3c564948-500x500-Sz3q2WFhSWZeTjXGzH5ug7PHpRxbzgLO1fRDfBuE.jpg",483,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,مجموعة هدايا كايالي   جليتز,44.7,GOLDEN-LOW-VERIFIED,مايتر بارفومير إيه غونتييه,new,,
تستر عطر نيكولاي بارفيومير كرييتر عطر بافلوفا - او دو برفيوم انتنس,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/6c616c14-2b11-4d0a-b584-859de18b03ed-500x500-DpQO0oE6pC5HvdbT3oEPHS03PrCIwViRWmv11UNS.jpg",437,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بولغاري ريالي روبينيا أو دو برفيوم 30 مل,36.5,GOLDEN-LOW-VERIFIED,نيكولاي,new,,
4711 عطر ريمكس كولون لافندر او دو كولون للجنسين - Hnak,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/8102150b-2fc5-470e-a9c5-bbeecaf6f5e4-500x500-YZzgdxfDmFfGQruywxfWbrBkEx2BjJNJ8DmxSLgT.jpg",138,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر إيف سان لوران لو فيستيير بيبي كات رو بوربون او دو برفيوم 125 مل,26.4,GOLDEN-LOW-VERIFIED,نمبر 4711,new,,
4711 REMIX C ZITRONE EDC NS 100 ML,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/41913b73-2402-4508-afa1-85ccc7b81fcc-500x500-xvKP1uH1LQOnFyROH2KdpwJ1szTCGuO2w5LJ2NFF.jpg",138,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,ايسكينتريك موليكلز 01 +باتشولي 100مل,23.1,GOLDEN-LOW-VERIFIED,نمبر 4711,new,,
كايلي رذاذ الشعر أودجازم روز عود 75مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e2bece40-b0e4-4ec1-a678-4e65123f38e6-500x500-V8JAqZqAHHwVVGqLETV6GkUrQ8fCiOq6s42e1cRu.jpg",276,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بيجن وومين او دو تواليت نسائي 75 مل,38.7,GOLDEN-LOW-VERIFIED,كايالي,new,,
عينة عطر سان لوران واي لي بارفيوم 10مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/df691f77-9b07-4e97-b6d7-af94264805ca-416.66666666667x500-Off9Scfp1Ugjh4qWY6b9BU7ddr8hVy4bGiuRRZcn.jpg",86,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر إيف سان لوران ماي سيلف أو دو بارفيوم 100مل (رجالي),21.0,GOLDEN-LOW-VERIFIED,,new,,
مرآة مستحضرات التجميل الفاخرة من دولتشي آند غابانا بيوتي باللون الذهبي 7 × 7 × 1.3 سم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e3d6f6ec-1292-46fc-9666-7542c8c0fda6-500x500-APCjZ6eNTmluVzzTgf5XoJUOxZYyraAVkVvN5kOJ.jpg",57,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر فرزاتشي عود نوار الاسود الرجالي 100مل,40.0,GOLDEN-LOW-VERIFIED,,new,,
مجموعة هدايا عطر تيفاني آند كو روز جولد للنساء، أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f09e1375-fee9-4234-8dc5-c8abc1d2038e-500x500-FCjkKIOwocwRb5Q3U8DJMkA0me8KAGLNX0xoUkZc.jpg",379,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أغاثو مجموعة هدايا مجموعة عطور,41.5,GOLDEN-LOW-VERIFIED,تيفاني أند كو,new,,
عطر إسينشال بارفانز بوا إمبريال للشعر والجسم ١٠٠ مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/29db98ab-8e27-4566-80ad-3eb16b820ab7-500x500-LdQUCdJg9ynCs5AWMe0y3mIx9o0EV4IXpp2NjHzE.jpg",241,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر للشعر والجسم لانكوم أيدول لا باور 100مل,39.8,GOLDEN-LOW-VERIFIED,امبريل,new,,
أنجيل أو دو ستار 25 مل أو دي تواليت,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b3a794a1-870b-4229-91cc-a784a69f6fcd-500x500-033eBfhFKphEdkOQ3LtMrl8nXc82FeLFw5uAM4g8.jpg",86,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,لافيرن مجموعة ذا قريت قاردن لافيرن9* 25 مل,29.8,GOLDEN-LOW-VERIFIED,ايليت,new,,
عطر كارتير عود اند عود بارفيوم 45مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/38a3b35b-2082-45b1-85b6-102786c64389-400x500-YBaMVWpz0BIVz4X1rUwZEnLbr72iiFx7lLtybjni.jpg",490,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كارون فلور دو روكايل أو دو بارفيوم 50مل,21.2,GOLDEN-LOW-VERIFIED,كاريرا,new,,
بودرة الجسم من لورينزو فيلوريسي تينت دي نياج 200جرام,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/bcf078b3-67ea-48e9-9658-0724e57866a2-500x500-kGn3gGbzFfCHzim3i1fZN6Y2CSkmcPmJgr9WD0PL.jpg",304,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,بودرة الجسم من صمام هيدي 130 جرام,39.0,GOLDEN-LOW-VERIFIED,لورينزو فيلوريزي,new,,
مجموعة عطور ابو طير و ريفدور و باريس احجام كبير,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/215c3b41-fdde-40db-8175-8f34460222b0-500x450-odGdlFnB14Ck4ozq3llaVpAIpX8kK8jELJg5yT4o.jpg",134,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,مجموعة عطور سبيشل نايت للعرايس,43.4,GOLDEN-LOW-VERIFIED,ريف,new,,
تستر عطر كارتير عود اند عنبر بارفيوم 45مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/31b4193f-1e68-45b6-9f82-65e5b6f77005-500x500-oSBlgRbdY3e9r2JSbPO6dmwecEwzzRDjCKajlUDf.jpg",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر مارلي هبدان او دو بارفيوم 125مل,19.8,GOLDEN-LOW-VERIFIED,كاريرا,new,,
عطر كلوي لو دي بارفان انتنس او ​​دي بارفان سبراي انتنس 30 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/3344da2d-bea5-42e5-9c6f-f5f83f74d5a5-500x500-R2QUgEj2PRupfoBRPW6BJprMdPirsTiANFVRAFkA.jpg",201,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر إستي لودر بليجرز النسائي أو دو بارفيوم 30مل,44.2,GOLDEN-LOW-VERIFIED,كلوي,new,,
مجموعة عطر جيفنشي جنتلمان سوسايتي أو دو بارفيوم 60 مل + جل استحمام 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/04d39837-0226-4773-8eaa-d5ccbdd28211-500x500-t3cQIVYduNbqj1vtqRgwSvVC2AgAEGbZ9LMyX7IO.jpg",287,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر جيفينشي جنتلمان سوسايتي او دو بارفيوم 100 مل,33.0,GOLDEN-LOW-VERIFIED,جيفنشي,new,,
طقم جان بول غولتير كوكوريكو او دو تواليت (عطر 50مل + شاور جل 100مل),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/df6f6047-4edf-4ed0-a5d4-835936b3be31-500x471-dkKWx5R1VEdpmRA7Ph77kpqXtlK2xH7JYYJBVjl8.jpg",172,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جان بول غولتير سكاندال لي بارفيوم أو دو بارفان إنتنس 100 مل,26.4,GOLDEN-LOW-VERIFIED,جان بول غولتير,new,,
مونتانا مونتانا هومي لل رجال 75 مل - او دى تواليت,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/1275567b-60fb-487d-9cd8-1eac717ffbd7-500x500-22GsvKBjNcKangr2QUadinPZZI0koxk8CzgVITcr.jpg",172,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر  مونت بلانك فيم إنديفدوال أو دو تواليت 75مل,42.7,GOLDEN-LOW-VERIFIED,مونتال,new,,
